0SENTENCE,1TRANSLATION,2TAGS,3LEARNED,4ATTEMPTS,5SUCCESFUL ATTEMPS,6DAY LAST ATTEMPT,7LAST ATTEMPT RESULT,8DAY TO REVIEW,9ATTEMPT STREAK,10ID,DECK11,LEVEL12,IGNORE13,LANGUAGE14
просишь,you request (просить),none,no,0,0,9/12/2017,none,9/12/2017,0,1064,Duolingo Russian - verb conjugations,Level8,no,ru
просит,he/she/it requests (просить),none,no,0,0,9/12/2017,none,9/12/2017,0,1065,Duolingo Russian - verb conjugations,Level8,no,ru
просим,we request (просить),none,no,0,0,9/12/2017,none,9/12/2017,0,1066,Duolingo Russian - verb conjugations,Level8,no,ru
просите,you all request (просить),none,no,0,0,9/12/2017,none,9/12/2017,0,1067,Duolingo Russian - verb conjugations,Level8,no,ru
просят,they request (просить),none,no,0,0,9/12/2017,none,9/12/2017,0,1068,Duolingo Russian - verb conjugations,Level8,no,ru
спрашиваю,I inquire (спрашивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1069,Duolingo Russian - verb conjugations,Level8,no,ru
спрашиваешь,you inquire (спрашивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1070,Duolingo Russian - verb conjugations,Level8,no,ru
спрашивает,he/she/it inquires (спрашивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1071,Duolingo Russian - verb conjugations,Level8,no,ru
спрашиваем,we inquire (спрашивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1072,Duolingo Russian - verb conjugations,Level8,no,ru
спрашиваете,you all inquire (спрашивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1073,Duolingo Russian - verb conjugations,Level8,no,ru
спрашивают,they inquire (спрашивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1074,Duolingo Russian - verb conjugations,Level8,no,ru
играю,I play (играть),none,no,0,0,9/12/2017,none,9/12/2017,0,1075,Duolingo Russian - verb conjugations,Level8,no,ru
играешь,you play (играть),none,no,0,0,9/12/2017,none,9/12/2017,0,1076,Duolingo Russian - verb conjugations,Level8,no,ru
играет,he/she/it plays (играть),none,no,0,0,9/12/2017,none,9/12/2017,0,1077,Duolingo Russian - verb conjugations,Level8,no,ru
играем,we play (играть),none,no,0,0,9/12/2017,none,9/12/2017,0,1078,Duolingo Russian - verb conjugations,Level8,no,ru
играете,you all play (играть),none,no,0,0,9/12/2017,none,9/12/2017,0,1079,Duolingo Russian - verb conjugations,Level8,no,ru
играют,they play (играть),none,no,0,0,9/12/2017,none,9/12/2017,0,1080,Duolingo Russian - verb conjugations,Level8,no,ru
открываю,I open (открывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1081,Duolingo Russian - verb conjugations,Level8,no,ru
открываешь,you open (открывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1082,Duolingo Russian - verb conjugations,Level8,no,ru
открывает,he/she/it opens (открывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1083,Duolingo Russian - verb conjugations,Level8,no,ru
открываем,we open (открывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1084,Duolingo Russian - verb conjugations,Level8,no,ru
открываете,you all open (открывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1085,Duolingo Russian - verb conjugations,Level8,no,ru
открывают,they open (открывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1086,Duolingo Russian - verb conjugations,Level8,no,ru
смотрю,I look (смотреть),none,no,0,0,9/12/2017,none,9/12/2017,0,1087,Duolingo Russian - verb conjugations,Level8,no,ru
смотришь,you look (смотреть),none,no,0,0,9/12/2017,none,9/12/2017,0,1088,Duolingo Russian - verb conjugations,Level8,no,ru
смотрит,he/she/it looks (смотреть),none,no,0,0,9/12/2017,none,9/12/2017,0,1089,Duolingo Russian - verb conjugations,Level8,no,ru
смотрим,we look (смотреть),none,no,0,0,9/12/2017,none,9/12/2017,0,1090,Duolingo Russian - verb conjugations,Level8,no,ru
смотрите,you all look (смотреть),none,no,0,0,9/12/2017,none,9/12/2017,0,1091,Duolingo Russian - verb conjugations,Level8,no,ru
смотрят,they look (смотреть),none,no,0,0,9/12/2017,none,9/12/2017,0,1092,Duolingo Russian - verb conjugations,Level8,no,ru
отвечаю,I answer (отвечать),none,no,0,0,9/12/2017,none,9/12/2017,0,1093,Duolingo Russian - verb conjugations,Level8,no,ru
отвечаешь,you answer (отвечать),none,no,0,0,9/12/2017,none,9/12/2017,0,1094,Duolingo Russian - verb conjugations,Level8,no,ru
отвечает,he/she/it answers (отвечать),none,no,0,0,9/12/2017,none,9/12/2017,0,1095,Duolingo Russian - verb conjugations,Level8,no,ru
отвечаем,we answer (отвечать),none,no,0,0,9/12/2017,none,9/12/2017,0,1096,Duolingo Russian - verb conjugations,Level8,no,ru
отвечаете,you all answer (отвечать),none,no,0,0,9/12/2017,none,9/12/2017,0,1097,Duolingo Russian - verb conjugations,Level8,no,ru
отвечают,they answer (отвечать),none,no,0,0,9/12/2017,none,9/12/2017,0,1098,Duolingo Russian - verb conjugations,Level8,no,ru
сижу,I sit (сидеть),none,no,0,0,9/12/2017,none,9/12/2017,0,1099,Duolingo Russian - verb conjugations,Level8,no,ru
сидишь,you sit (сидеть),none,no,0,0,9/12/2017,none,9/12/2017,0,1100,Duolingo Russian - verb conjugations,Level8,no,ru
сидит,he/she/it sits (сидеть),none,no,0,0,9/12/2017,none,9/12/2017,0,1101,Duolingo Russian - verb conjugations,Level8,no,ru
сидим,we sit (сидеть),none,no,0,0,9/12/2017,none,9/12/2017,0,1102,Duolingo Russian - verb conjugations,Level8,no,ru
сидите,you all sit (сидеть),none,no,0,0,9/12/2017,none,9/12/2017,0,1103,Duolingo Russian - verb conjugations,Level8,no,ru
сидят,they sit (сидеть),none,no,0,0,9/12/2017,none,9/12/2017,0,1104,Duolingo Russian - verb conjugations,Level8,no,ru
расту,I grow (расти),none,no,0,0,9/12/2017,none,9/12/2017,0,1105,Duolingo Russian - verb conjugations,Level8,no,ru
растёшь,you grow (расти),none,no,0,0,9/12/2017,none,9/12/2017,0,1106,Duolingo Russian - verb conjugations,Level8,no,ru
растёт,he/she/it grows (расти),none,no,0,0,9/12/2017,none,9/12/2017,0,1107,Duolingo Russian - verb conjugations,Level8,no,ru
растём,we grow (расти),none,no,0,0,9/12/2017,none,9/12/2017,0,1108,Duolingo Russian - verb conjugations,Level8,no,ru
растёте,you all grow (расти),none,no,0,0,9/12/2017,none,9/12/2017,0,1109,Duolingo Russian - verb conjugations,Level8,no,ru
растут,they grow (расти),none,no,0,0,9/12/2017,none,9/12/2017,0,1110,Duolingo Russian - verb conjugations,Level8,no,ru
помню,I keep in mind (помнить),none,no,0,0,9/12/2017,none,9/12/2017,0,1111,Duolingo Russian - verb conjugations,Level8,no,ru
помнишь,you keep in mind (помнить),none,no,0,0,9/12/2017,none,9/12/2017,0,1112,Duolingo Russian - verb conjugations,Level8,no,ru
помнит,he/she/it keeps in mind (помнить),none,no,0,0,9/12/2017,none,9/12/2017,0,1113,Duolingo Russian - verb conjugations,Level8,no,ru
помним,we keep in mind (помнить),none,no,0,0,9/12/2017,none,9/12/2017,0,1114,Duolingo Russian - verb conjugations,Level8,no,ru
помните,you all keep in mind (помнить),none,no,0,0,9/12/2017,none,9/12/2017,0,1115,Duolingo Russian - verb conjugations,Level8,no,ru
помнят,they keep in mind (помнить),none,no,0,0,9/12/2017,none,9/12/2017,0,1116,Duolingo Russian - verb conjugations,Level8,no,ru
танцую,I dance (танцевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1117,Duolingo Russian - verb conjugations,Level8,no,ru
танцуешь,you dance (танцевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1118,Duolingo Russian - verb conjugations,Level8,no,ru
танцует,he/she/it dances (танцевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1119,Duolingo Russian - verb conjugations,Level8,no,ru
танцуем,we dance (танцевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1120,Duolingo Russian - verb conjugations,Level8,no,ru
танцуете,you all dance (танцевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1121,Duolingo Russian - verb conjugations,Level8,no,ru
танцуют,they dance (танцевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1122,Duolingo Russian - verb conjugations,Level8,no,ru
пою,I sing (петь),none,no,0,0,9/12/2017,none,9/12/2017,0,1123,Duolingo Russian - verb conjugations,Level8,no,ru
поёшь,you sing (петь),none,no,0,0,9/12/2017,none,9/12/2017,0,1124,Duolingo Russian - verb conjugations,Level8,no,ru
поёт,he/she/it sings (петь),none,no,0,0,9/12/2017,none,9/12/2017,0,1125,Duolingo Russian - verb conjugations,Level8,no,ru
поём,we sing (петь),none,no,0,0,9/12/2017,none,9/12/2017,0,1126,Duolingo Russian - verb conjugations,Level8,no,ru
поёте,you all sing (петь),none,no,0,0,9/12/2017,none,9/12/2017,0,1127,Duolingo Russian - verb conjugations,Level8,no,ru
поют,they sing (петь),none,no,0,0,9/12/2017,none,9/12/2017,0,1128,Duolingo Russian - verb conjugations,Level8,no,ru
забываю,I forget (забывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1129,Duolingo Russian - verb conjugations,Level8,no,ru
забываешь,you forget (забывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1130,Duolingo Russian - verb conjugations,Level8,no,ru
забывает,he/she/it forgets (забывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1131,Duolingo Russian - verb conjugations,Level8,no,ru
забываем,we forget (забывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1132,Duolingo Russian - verb conjugations,Level8,no,ru
забываете,you all forget (забывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1133,Duolingo Russian - verb conjugations,Level8,no,ru
забывают,they forget (забывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1134,Duolingo Russian - verb conjugations,Level8,no,ru
вспоминаю,I recall (вспоминать),none,no,0,0,9/12/2017,none,9/12/2017,0,1135,Duolingo Russian - verb conjugations,Level8,no,ru
вспоминаешь,you recall (вспоминать),none,no,0,0,9/12/2017,none,9/12/2017,0,1136,Duolingo Russian - verb conjugations,Level8,no,ru
вспоминает,he/she/it recalls (вспоминать),none,no,0,0,9/12/2017,none,9/12/2017,0,1137,Duolingo Russian - verb conjugations,Level8,no,ru
вспоминаем,we recall (вспоминать),none,no,0,0,9/12/2017,none,9/12/2017,0,1138,Duolingo Russian - verb conjugations,Level8,no,ru
вспоминаете,you all recall (вспоминать),none,no,0,0,9/12/2017,none,9/12/2017,0,1139,Duolingo Russian - verb conjugations,Level8,no,ru
вспоминают,they recall (вспоминать),none,no,0,0,9/12/2017,none,9/12/2017,0,1140,Duolingo Russian - verb conjugations,Level8,no,ru
перевожу,I translate (переводить),none,no,0,0,9/12/2017,none,9/12/2017,0,1141,Duolingo Russian - verb conjugations,Level8,no,ru
переводишь,you translate (переводить),none,no,0,0,9/12/2017,none,9/12/2017,0,1142,Duolingo Russian - verb conjugations,Level8,no,ru
переводит,he/she/it translates (переводить),none,no,0,0,9/12/2017,none,9/12/2017,0,1143,Duolingo Russian - verb conjugations,Level8,no,ru
переводим,we translate (переводить),none,no,0,0,9/12/2017,none,9/12/2017,0,1144,Duolingo Russian - verb conjugations,Level8,no,ru
переводите,you all translate (переводить),none,no,0,0,9/12/2017,none,9/12/2017,0,1145,Duolingo Russian - verb conjugations,Level8,no,ru
переводят,they translate (переводить),none,no,0,0,9/12/2017,none,9/12/2017,0,1146,Duolingo Russian - verb conjugations,Level8,no,ru
надеваю,I put on (надевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1147,Duolingo Russian - verb conjugations,Level9,no,ru
надеваешь,you put on (надевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1148,Duolingo Russian - verb conjugations,Level9,no,ru
надевает,he/she/it puts on (надевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1149,Duolingo Russian - verb conjugations,Level9,no,ru
надеваем,we put on (надевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1150,Duolingo Russian - verb conjugations,Level9,no,ru
надеваете,you all put on (надевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1151,Duolingo Russian - verb conjugations,Level9,no,ru
надевают,they put on (надевать),none,no,0,0,9/12/2017,none,9/12/2017,0,1152,Duolingo Russian - verb conjugations,Level9,no,ru
выигрываю,I win (выигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1153,Duolingo Russian - verb conjugations,Level9,no,ru
выигрываешь,you win (выигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1154,Duolingo Russian - verb conjugations,Level9,no,ru
выигрывает,he/she/it wins (выигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1155,Duolingo Russian - verb conjugations,Level9,no,ru
выигрываем,we win (выигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1156,Duolingo Russian - verb conjugations,Level9,no,ru
выигрываете,you all win (выигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1157,Duolingo Russian - verb conjugations,Level9,no,ru
выигрывают,they win (выигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1158,Duolingo Russian - verb conjugations,Level9,no,ru
проигрываю,I lose (проигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1159,Duolingo Russian - verb conjugations,Level9,no,ru
проигрываешь,you lose (проигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1160,Duolingo Russian - verb conjugations,Level9,no,ru
проигрывает,he/she/it loses (проигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1161,Duolingo Russian - verb conjugations,Level9,no,ru
проигрываем,we lose (проигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1162,Duolingo Russian - verb conjugations,Level9,no,ru
проигрываете,you all lose (проигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1163,Duolingo Russian - verb conjugations,Level9,no,ru
проигрывают,they lose (проигрывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1164,Duolingo Russian - verb conjugations,Level9,no,ru
бегаю,I run (бегать),none,no,0,0,9/12/2017,none,9/12/2017,0,1165,Duolingo Russian - verb conjugations,Level9,no,ru
бегаешь,you run (бегать),none,no,0,0,9/12/2017,none,9/12/2017,0,1166,Duolingo Russian - verb conjugations,Level9,no,ru
бегает,he/she/it runs (бегать),none,no,0,0,9/12/2017,none,9/12/2017,0,1167,Duolingo Russian - verb conjugations,Level9,no,ru
бегаем,we run (бегать),none,no,0,0,9/12/2017,none,9/12/2017,0,1168,Duolingo Russian - verb conjugations,Level9,no,ru
бегаете,you all run (бегать),none,no,0,0,9/12/2017,none,9/12/2017,0,1169,Duolingo Russian - verb conjugations,Level9,no,ru
бегают,they run (бегать),none,no,0,0,9/12/2017,none,9/12/2017,0,1170,Duolingo Russian - verb conjugations,Level9,no,ru
тренируюсь,I train myself (тренироваться),none,no,0,0,9/12/2017,none,9/12/2017,0,1171,Duolingo Russian - verb conjugations,Level9,no,ru
тренируешься,you train yourself (тренироваться),none,no,0,0,9/12/2017,none,9/12/2017,0,1172,Duolingo Russian - verb conjugations,Level9,no,ru
тренируется,he/she/it trains oneself (тренироваться),none,no,0,0,9/12/2017,none,9/12/2017,0,1173,Duolingo Russian - verb conjugations,Level9,no,ru
тренируемся,we train ourselves (тренироваться),none,no,0,0,9/12/2017,none,9/12/2017,0,1174,Duolingo Russian - verb conjugations,Level9,no,ru
тренируетесь,you all train yourselves (тренироваться),none,no,0,0,9/12/2017,none,9/12/2017,0,1175,Duolingo Russian - verb conjugations,Level9,no,ru
тренируются,they train themselves (тренироваться),none,no,0,0,9/12/2017,none,9/12/2017,0,1176,Duolingo Russian - verb conjugations,Level9,no,ru
называюсь,I call myself (называться),none,no,0,0,9/12/2017,none,9/12/2017,0,1177,Duolingo Russian - verb conjugations,Level9,no,ru
называешься,you call yourself (называться),none,no,0,0,9/12/2017,none,9/12/2017,0,1178,Duolingo Russian - verb conjugations,Level9,no,ru
называется,he/she/it calls oneself (называться),none,no,0,0,9/12/2017,none,9/12/2017,0,1179,Duolingo Russian - verb conjugations,Level9,no,ru
называемся,we call ourselves (называться),none,no,0,0,9/12/2017,none,9/12/2017,0,1180,Duolingo Russian - verb conjugations,Level9,no,ru
называетесь,you all call yourselves (называться),none,no,0,0,9/12/2017,none,9/12/2017,0,1181,Duolingo Russian - verb conjugations,Level9,no,ru
называются,they call themselves (называться),none,no,0,0,9/12/2017,none,9/12/2017,0,1182,Duolingo Russian - verb conjugations,Level9,no,ru
жду,I wait (ждать),none,no,0,0,9/12/2017,none,9/12/2017,0,1183,Duolingo Russian - verb conjugations,Level10,no,ru
ждёшь,you wait (ждать),none,no,0,0,9/12/2017,none,9/12/2017,0,1184,Duolingo Russian - verb conjugations,Level10,no,ru
ждёт,he/she/it waits (ждать),none,no,0,0,9/12/2017,none,9/12/2017,0,1185,Duolingo Russian - verb conjugations,Level10,no,ru
ждём,we wait (ждать),none,no,0,0,9/12/2017,none,9/12/2017,0,1186,Duolingo Russian - verb conjugations,Level10,no,ru
ждёте,you all wait (ждать),none,no,0,0,9/12/2017,none,9/12/2017,0,1187,Duolingo Russian - verb conjugations,Level10,no,ru
ждут,they wait (ждать),none,no,0,0,9/12/2017,none,9/12/2017,0,1188,Duolingo Russian - verb conjugations,Level10,no,ru
устаю,I get tired (уставать),none,no,0,0,9/12/2017,none,9/12/2017,0,1189,Duolingo Russian - verb conjugations,Level10,no,ru
устаёшь,you get tired (уставать),none,no,0,0,9/12/2017,none,9/12/2017,0,1190,Duolingo Russian - verb conjugations,Level10,no,ru
устаёт,he/she/it gets tired (уставать),none,no,0,0,9/12/2017,none,9/12/2017,0,1191,Duolingo Russian - verb conjugations,Level10,no,ru
устаём,we get tired (уставать),none,no,0,0,9/12/2017,none,9/12/2017,0,1192,Duolingo Russian - verb conjugations,Level10,no,ru
устаёте,you all get tired (уставать),none,no,0,0,9/12/2017,none,9/12/2017,0,1193,Duolingo Russian - verb conjugations,Level10,no,ru
устают,they get tired (уставать),none,no,0,0,9/12/2017,none,9/12/2017,0,1194,Duolingo Russian - verb conjugations,Level10,no,ru
пробую,I try (пробовать),none,no,0,0,9/12/2017,none,9/12/2017,0,1195,Duolingo Russian - verb conjugations,Level10,no,ru
пробуешь,you try (пробовать),none,no,0,0,9/12/2017,none,9/12/2017,0,1196,Duolingo Russian - verb conjugations,Level10,no,ru
пробует,he/she/it tries (пробовать),none,no,0,0,9/12/2017,none,9/12/2017,0,1197,Duolingo Russian - verb conjugations,Level10,no,ru
пробуем,we try (пробовать),none,no,0,0,9/12/2017,none,9/12/2017,0,1198,Duolingo Russian - verb conjugations,Level10,no,ru
пробуете,you all try (пробовать),none,no,0,0,9/12/2017,none,9/12/2017,0,1199,Duolingo Russian - verb conjugations,Level10,no,ru
пробуют,they try (пробовать),none,no,0,0,9/12/2017,none,9/12/2017,0,1200,Duolingo Russian - verb conjugations,Level10,no,ru
слышу,I hear (слышать),none,no,0,0,9/12/2017,none,9/12/2017,0,1201,Duolingo Russian - verb conjugations,Level10,no,ru
слышишь,you hear (слышать),none,no,0,0,9/12/2017,none,9/12/2017,0,1202,Duolingo Russian - verb conjugations,Level10,no,ru
слышит,he/she/it hears (слышать),none,no,0,0,9/12/2017,none,9/12/2017,0,1203,Duolingo Russian - verb conjugations,Level10,no,ru
слышим,we hear (слышать),none,no,0,0,9/12/2017,none,9/12/2017,0,1204,Duolingo Russian - verb conjugations,Level10,no,ru
слышите,you all hear (слышать),none,no,0,0,9/12/2017,none,9/12/2017,0,1205,Duolingo Russian - verb conjugations,Level10,no,ru
слышат,they hear (слышать),none,no,0,0,9/12/2017,none,9/12/2017,0,1206,Duolingo Russian - verb conjugations,Level10,no,ru
показываю,I show (показывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1207,Duolingo Russian - verb conjugations,Level11,no,ru
показываешь,you show (показывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1208,Duolingo Russian - verb conjugations,Level11,no,ru
показывает,he/she/it shows (показывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1209,Duolingo Russian - verb conjugations,Level11,no,ru
показываем,we show (показывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1210,Duolingo Russian - verb conjugations,Level11,no,ru
показываете,you all show (показывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1211,Duolingo Russian - verb conjugations,Level11,no,ru
показывают,they show (показывать),none,no,0,0,9/12/2017,none,9/12/2017,0,1212,Duolingo Russian - verb conjugations,Level11,no,ru
найду,I will find (найти),none,no,0,0,9/12/2017,none,9/12/2017,0,1213,Duolingo Russian - verb conjugations,Level11,no,ru
найдёшь,you will find (найти),none,no,0,0,9/12/2017,none,9/12/2017,0,1214,Duolingo Russian - verb conjugations,Level11,no,ru
найдёт,he/she/it will find (найти),none,no,0,0,9/12/2017,none,9/12/2017,0,1215,Duolingo Russian - verb conjugations,Level11,no,ru
найдём,we will find (найти),none,no,0,0,9/12/2017,none,9/12/2017,0,1216,Duolingo Russian - verb conjugations,Level11,no,ru
найдёте,you all will find (найти),none,no,0,0,9/12/2017,none,9/12/2017,0,1217,Duolingo Russian - verb conjugations,Level11,no,ru
найдут,they will find (найти),none,no,0,0,9/12/2017,none,9/12/2017,0,1218,Duolingo Russian - verb conjugations,Level11,no,ru
плачу,I pay (платить),none,no,0,0,9/12/2017,none,9/12/2017,0,1219,Duolingo Russian - verb conjugations,Level11,no,ru
платишь,you pay (платить),none,no,0,0,9/12/2017,none,9/12/2017,0,1220,Duolingo Russian - verb conjugations,Level11,no,ru
платит,he/she/it pays (платить),none,no,0,0,9/12/2017,none,9/12/2017,0,1221,Duolingo Russian - verb conjugations,Level11,no,ru
платим,we pay (платить),none,no,0,0,9/12/2017,none,9/12/2017,0,1222,Duolingo Russian - verb conjugations,Level11,no,ru
платите,you all pay (платить),none,no,0,0,9/12/2017,none,9/12/2017,0,1223,Duolingo Russian - verb conjugations,Level11,no,ru
платят,they pay (платить),none,no,0,0,9/12/2017,none,9/12/2017,0,1224,Duolingo Russian - verb conjugations,Level11,no,ru
ищу,I look for (искать),none,no,0,0,9/12/2017,none,9/12/2017,0,1225,Duolingo Russian - verb conjugations,Level11,no,ru
ищешь,you look for (искать),none,no,0,0,9/12/2017,none,9/12/2017,0,1226,Duolingo Russian - verb conjugations,Level11,no,ru
ищет,he/she/it looks for (искать),none,no,0,0,9/12/2017,none,9/12/2017,0,1227,Duolingo Russian - verb conjugations,Level11,no,ru
ищем,we look for (искать),none,no,0,0,9/12/2017,none,9/12/2017,0,1228,Duolingo Russian - verb conjugations,Level11,no,ru
ищете,you all look for (искать),none,no,0,0,9/12/2017,none,9/12/2017,0,1229,Duolingo Russian - verb conjugations,Level11,no,ru
ищут,they look for (искать),none,no,0,0,9/12/2017,none,9/12/2017,0,1230,Duolingo Russian - verb conjugations,Level11,no,ru
веру,I believe (верить),none,no,0,0,9/12/2017,none,9/12/2017,0,1231,Duolingo Russian - verb conjugations,Level12,no,ru
веришь,you believe (верить),none,no,0,0,9/12/2017,none,9/12/2017,0,1232,Duolingo Russian - verb conjugations,Level12,no,ru
верит,he/she/it believes (верить),none,no,0,0,9/12/2017,none,9/12/2017,0,1233,Duolingo Russian - verb conjugations,Level12,no,ru
верим,we believe (верить),none,no,0,0,9/12/2017,none,9/12/2017,0,1234,Duolingo Russian - verb conjugations,Level12,no,ru
верите,you all believe (верить),none,no,0,0,9/12/2017,none,9/12/2017,0,1235,Duolingo Russian - verb conjugations,Level12,no,ru
верят,they believe (верить),none,no,0,0,9/12/2017,none,9/12/2017,0,1236,Duolingo Russian - verb conjugations,Level12,no,ru
объясняю,I explain (объяснять),none,no,0,0,9/12/2017,none,9/12/2017,0,1237,Duolingo Russian - verb conjugations,Level12,no,ru
объясняешь,you explain (объяснять),none,no,0,0,9/12/2017,none,9/12/2017,0,1238,Duolingo Russian - verb conjugations,Level12,no,ru
объясняет,he/she/it explains (объяснять),none,no,0,0,9/12/2017,none,9/12/2017,0,1239,Duolingo Russian - verb conjugations,Level12,no,ru
объясняем,we explain (объяснять),none,no,0,0,9/12/2017,none,9/12/2017,0,1240,Duolingo Russian - verb conjugations,Level12,no,ru
объясняете,you all explain (объяснять),none,no,0,0,9/12/2017,none,9/12/2017,0,1241,Duolingo Russian - verb conjugations,Level12,no,ru
объясняют,they explain (объяснять),none,no,0,0,9/12/2017,none,9/12/2017,0,1242,Duolingo Russian - verb conjugations,Level12,no,ru
гуляю,I go for a stroll (гулять),none,no,0,0,9/12/2017,none,9/12/2017,0,1243,Duolingo Russian - verb conjugations,Level12,no,ru
гуляешь,you go for a stroll (гулять),none,no,0,0,9/12/2017,none,9/12/2017,0,1244,Duolingo Russian - verb conjugations,Level12,no,ru
гуляет,he/she/it goes for a stroll (гулять),none,no,0,0,9/12/2017,none,9/12/2017,0,1245,Duolingo Russian - verb conjugations,Level12,no,ru
гуляем,we go for a stroll (гулять),none,no,0,0,9/12/2017,none,9/12/2017,0,1246,Duolingo Russian - verb conjugations,Level12,no,ru
гуляете,you all go for a stroll (гулять),none,no,0,0,9/12/2017,none,9/12/2017,0,1247,Duolingo Russian - verb conjugations,Level12,no,ru
гуляют,they go for a stroll (гулять),none,no,0,0,9/12/2017,none,9/12/2017,0,1248,Duolingo Russian - verb conjugations,Level12,no,ru
отвечу,I will answer (ответить),none,no,0,0,9/12/2017,none,9/12/2017,0,1249,Duolingo Russian - verb conjugations,Level13,no,ru
ответишь,you will answer (ответить),none,no,0,0,9/12/2017,none,9/12/2017,0,1250,Duolingo Russian - verb conjugations,Level13,no,ru
ответит,he/she/it will answer (ответить),none,no,0,0,9/12/2017,none,9/12/2017,0,1251,Duolingo Russian - verb conjugations,Level13,no,ru
ответим,we will answer (ответить),none,no,0,0,9/12/2017,none,9/12/2017,0,1252,Duolingo Russian - verb conjugations,Level13,no,ru
ответите,you all will answer (ответить),none,no,0,0,9/12/2017,none,9/12/2017,0,1253,Duolingo Russian - verb conjugations,Level13,no,ru
ответят,they will answer (ответить),none,no,0,0,9/12/2017,none,9/12/2017,0,1254,Duolingo Russian - verb conjugations,Level13,no,ru
изучаю,I study (изучать),none,no,0,0,9/12/2017,none,9/12/2017,0,1255,Duolingo Russian - verb conjugations,Level13,no,ru
изучаешь,you study (изучать),none,no,0,0,9/12/2017,none,9/12/2017,0,1256,Duolingo Russian - verb conjugations,Level13,no,ru
изучает,he/she/it studies (изучать),none,no,0,0,9/12/2017,none,9/12/2017,0,1257,Duolingo Russian - verb conjugations,Level13,no,ru
изучаем,we study (изучать),none,no,0,0,9/12/2017,none,9/12/2017,0,1258,Duolingo Russian - verb conjugations,Level13,no,ru
изучаете,you all study (изучать),none,no,0,0,9/12/2017,none,9/12/2017,0,1259,Duolingo Russian - verb conjugations,Level13,no,ru
изучают,they study (изучать),none,no,0,0,9/12/2017,none,9/12/2017,0,1260,Duolingo Russian - verb conjugations,Level13,no,ru
заканчиваю,I finish (заканчивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1261,Duolingo Russian - verb conjugations,Level13,no,ru
заканчиваешь,you finish (заканчивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1262,Duolingo Russian - verb conjugations,Level13,no,ru
заканчивает,he/she/it finishes (заканчивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1263,Duolingo Russian - verb conjugations,Level13,no,ru
заканчиваем,we finish (заканчивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1264,Duolingo Russian - verb conjugations,Level13,no,ru
заканчиваете,you all finish (заканчивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1265,Duolingo Russian - verb conjugations,Level13,no,ru
заканчивают,they finish (заканчивать),none,no,0,0,9/12/2017,none,9/12/2017,0,1266,Duolingo Russian - verb conjugations,Level13,no,ru
